"","id","my_text_data","name","Location","Date","Sentiment"
"2915",2915,"People freaking over toilet paper like the great Cornholio predicted.


 #cornholio #toiletpaper #coronavirus #coronavirusmeme  #epidemic #sickness #illness #crazypeople #insanity #pandemic #fml #covid_19 #covid https://t.co/dqNefvvDpj",47867,"UK","15/03/2020","Positive"
"2916",2916,"As things evolve with COVID-19, we want to echo Gov. @GregAbbott_TX: remain calm. Panic is not productive; lets take care of each other instead. And pls dont stockpile food/supplies; per the Gov., There will be plenty available. Were in this together! #TexansforTexans https://t.co/xxlfUM5ijF",47868,"UK","15/03/2020","Extremely Positive"
"2917",2917,"Just made my online order for pickup tomorrow at @Walmart You really think Im gonna go inside and experience the stupidity of Americans shopping!? #ShopSmarterNotHarder #SocialDistancing #COVID19 #Coronavirus",47869,"UK","15/03/2020","Negative"
"2918",2918,"Grocers limit food purchases urge shoppers not to hoard Kroger ramps up hiring to stock shelves from",47870,"UK","15/03/2020","Neutral"
"2919",2919,"obyrne EVAUK actionhunger may food union sparkes uk HillierMP MP Matt Kerr I M CURIOUS There is constant news coverage re 19 which is scaring people now it s panic buying so isn t the UK gov worried about looting What happens if millions of people lose their jobs amp can t afford to buy food",47871,"UK","15/03/2020","Extremely Negative"
"2920",2920,"LA friends if we are placed on lockdown in the next 72 hours or so don t panic We all really do need to stay inside and isolate to stop the spread of covid 19 and not overwhelm our healthcare system Make sure you have at least a week of food and medicine at home and stay calm",47872,"UK","15/03/2020","Positive"
"2921",2921,"#Hygiene #Health #Heart  these 3 Hs have always been our core practice?


In this time of fear, panic over COVID-19, Bollywood Bites is the only food vendor trusted by hospitals, institutes like #UCLA


@TheBBrestaurant @WestwoodVillage is open for Dine-in, Take our, Free Delivery https://t.co/Xc9U5akohb",47873,"UK","15/03/2020","Positive"
"2922",2922,"Or they can give individual citizens a stimulus UBI check amp shut everything down for 2 4wks Including collecting on paymts amp paying employees Stimulus checks can be used for food meds Freeze everything Reopen when COVID 19 is controlled amp the panic hysterics are over with",47874,"USA","15/03/2020","Extremely Negative"
"2923",2923,"I m working on a story about how might change our relationship with tech forever i e online GP appointments remote working online shopping etc I m looking for companies who are using tech in an innovative way If this is you please send me a submission",47875,"UK","15/03/2020","Extremely Positive"
"2924",2924,"@tjricky @betaekonano @jokowi @KemenkesRI @aniesbaswedan The reason Mr Jokowi did not declare all is chaos in buying for panic after informing Covid-19. Then, low level societies have no food. The President should be wiser to avoid that chaos.





So you",47876,"UK","15/03/2020","Extremely Negative"
"2925",2925,"Headed to the grocery store to stock up on supplies? You might want to leave your reusable bags at home... #coronavirus #COVID?19 via @nypost @JohnTierneyNYC 





https://t.co/szKdzNvRd9",47877,"UK","15/03/2020","Neutral"
"2926",2926,"Panicky maniacs messing with my routine online shopping


#Coronavirus https://t.co/IBSIpboNzY",47878,"UK","15/03/2020","Negative"
"2927",2927,"In our continued efforts to combat the spread of the COVID-19 virus, we have instituted more strenuous guidelines to provide a clean and safe retail experience. As always, our website is open 24/7 at https://t.co/f6inwhI8ek, as well as our Buy Online, Pick Up In Store program. https://t.co/ipYeH53a1l",47879,"UK","15/03/2020","Extremely Positive"
"2928",2928,"How to stock on food for an emergency https://t.co/9rBklCNDMN via @BeCentsational





#coronavirus #coronaUK #quarentena #italy #COVID?19#covid #CoronavirusOutbreak #coronapocolypse #COVID19 #coronavirusupdates",47880,"UK","15/03/2020","Negative"
"2929",2929,"@_MealsOnWheels I sincerely hope the Coronavirus doesn't affect the delivery of food for our Veterans. 


If there's anything I can do to help, please let me know. 





Perhaps we can stock up their supplies to limit contact. #coronavirus #COVID?19",47881,"UK","15/03/2020","Extremely Positive"
"2930",2930,"Live images of people going to the supermarket today #perth #shopping #covid_19 #toiletpaper #corona https://t.co/O2NRn495iP",47882,"UK","15/03/2020","Neutral"
"2931",2931,"Panic buying in supermarkets is making it impossible for food buyers to forecast demand and putting additional pressure on an already stretched supply chain. There is enough for everyone at normal demand levels. Please think of others. Were all in this together. #coronavirus",47883,"UK","15/03/2020","Extremely Negative"
"2932",2932,"Food banks have been running out of basics because of COVID-19 panic buying. And if there's long periods of isolation in the UK, it's likely more people will need to rely on food parcels. Help if you can ?  https://t.co/Uvrh6QOW5O",47884,"UK","15/03/2020","Negative"
"2933",2933,"Buy my carts because I need to do something while staying home? #coronavirus #COVID?19 #stockup #Ulta #morphe #SugarDaddySerious #StayTheFHome https://t.co/D5vk6FvE6q",47885,"UK","15/03/2020","Neutral"
"2934",2934,"""...government is urging Ontarians to practise 'normal grocery buying habits' as store shelves...have emptied of supplies  including hand sanitizer, toilet paper, cleaning supplies and drugs  amid panicked buying spurred by the COVID-19 pandemic."" https://t.co/tEJjd9Dqu4",47886,"UK","15/03/2020","Negative"
"2935",2935,"A lot of big grocery store chains are asking for a 10 dollar donation at check out for the food bank to help those who do not have the means to stock up I hope everyone makes that donation while they re out there binge buying",47887,"UK","15/03/2020","Extremely Positive"
"2936",2936,"What To Buy For The Coronavirus Outbreak - How To Stock Your Pantry And Fridge For COVID-19 https://t.co/E2nw1ObHza",47888,"UK","15/03/2020","Neutral"
"2937",2937,"Practical advice on what to stock up on in casebyou or family member has to stay at home until danger passes",47889,"UK","15/03/2020","Negative"
"2938",2938,"@AngelaDuhart That is a god point too. I wonder why parents are bringing their kids to grocery shops, also plenty of elderly are out there. I think in times like these, more online grocery shopping will be in extreme demand. Stores should adjust to that a",47890,"UK","15/03/2020","Positive"
"2939",2939,"People queuing outside the supermarket while a neighbour blasts the #spanishnationalanthem from his balcony #vivaespaña #vivamadrid #vivaalcaladehenares #selfisolation #socialdistancing #quarantine #corona #covid_19 https://t.co/VZVFdUYLKL",47891,"UK","15/03/2020","Neutral"
"2940",2940,"i kinda want to go to walmart or some grocery store to people watch, and see how stupid these people act.... the downfall of civility will be because of the lack of toilet paper... smdh 





#coronavirus 


#coronapocalypse 


#CoronavirusOutbreak 


#peoplearedumb https://t.co/uNTvy8l2Gc",47892,"UK","15/03/2020","Extremely Negative"
"2941",2941,"These Common Household Products Can Destroy the Novel Coronavirus -- Consumer Reports featuring ACS Expert Richard Sachleben





#coronavirus #coronavirusindia #coronavirusoutbreak #covid2019 





https://t.co/b3IV1lfOUF",47893,"UK","15/03/2020","Negative"
"2942",2942,"Tennessee Attorney General Shuts Down Hand Sanitizer Price Gougers, Raids Storage Unit https://t.co/v6sKbM9HaI",47894,"UK","15/03/2020","Positive"
"2943",2943,"Fred Meyer is hiring in an effort to keep stores stocked with food and essentials due to COVID 19 demand",47895,"UK","15/03/2020","Negative"
"2944",2944,"Just a heads up to everyone about the #COVID?19 #Coronavirus #CoronavirusOutbreak.





Stock up on food. Your rights are going away.





The virus shouldn't be your main concern. The government lock-down upon everything should be.





Potatoes, rice, good long lasting food. Stock up.",47896,"UK","15/03/2020","Positive"
"2945",2945,"Rest assured, we have plenty of food. Ontario shoppers urged to cease panic buying amid the #coronavirus outbreak | The Star  https://t.co/64tV7mRhKe",47897,"UK","15/03/2020","Negative"
"2946",2946,"JUST CLOSE IT Nike announced it will temporarily close all US retail store on Monday to prevent the possible spread of COVID 19 DETAILS",47898,"UK","15/03/2020","Neutral"
"2947",2947,"As you stock up and hunker down please remember that front line nonprofits and churches of all faiths need charitable support to help make sure that the poor and needy have food shelter and care during the COVID 19 epidemic Let s not forget the needs of others",47899,"UK","15/03/2020","Extremely Positive"
"2948",2948,"@M2Madness @TammyRedmond So cabal unleashes a bioweapon to create fear &amp; panic. MSM runs with it forcing ppl to horde food/supplies, causing schools to shutdown and initiating lockdowns Nationwide! Whitehouse hijacks and will issue martial law under C",47900,"USA","15/03/2020","Extremely Negative"
"2949",2949,"Grocers fail to keep up with demand as the pandemic spreads Food manufacturers operating at capacity long lines at physical stores Online grocery operations benefit from spike",47901,"UK","15/03/2020","Negative"
"2950",2950,"I find it very ironic that people are panicking about COVID-19 but then spend long periods of time in huge crowds at the grocery store to panic buy toilet paper and food.",47902,"UK","15/03/2020","Negative"
"2951",2951,"Visiting the grocery store today, theres an obvious analogy of flattening the curve. 





If everyone goes shopping  (or the hospital) at once, there are many that end up leaving without getting what they need; and some may need it most.   #Coronavirus 





https://t.co/ZeKKRZWg7i https://t.co/GU9dOvCGsA",47903,"UK","15/03/2020","Neutral"
"2952",2952,"12pm #coronavirus update @wwj950:


--Michigan cases stand at 33


--AG @dananessel holds a news conference at 1pm to talk about ""public assemblage"" restrictions &amp; consumer protections


--Some stores very busy this weekend





Listen on the radio at AM950 or here:


https://t.co/UK2i3tgWBB",47904,"UK","15/03/2020","Neutral"
"2953",2953,"The number of companies taking advantage of the COVID-19 outbreak is sad. The emails Im getting prompting online shopping and continuing to make people work to distribute these products is ridiculous",47905,"UK","15/03/2020","Negative"
"2954",2954,"People are not panic buying over covid 19, they are doing it because they are scared of having no food or supplies because of other people panic buying.





This can be easily stopping if people stopped acting like  a bunch of cunts.",47906,"UK","15/03/2020","Negative"
"2955",2955,"This woman helped an elderly couple get food when they were too scared to go into a crowded grocery store during the #coronavirus outbreak  proving that even in dark times, kindness prevails  ??  https://t.co/5lmEzTXhdr https://t.co/BNygBqg5sy",47907,"UK","15/03/2020","Neutral"
"2956",2956,"If youre a healthy adult &amp; youve got more than a necessary amount of anything because u were greedy in the supermarket, do something decent &amp; go see if any old people or any of your mates with young children need anything 





#PanicShopping #CoronaVirus",47908,"UK","15/03/2020","Positive"
"2957",2957,"Long line outside a supermarket in #Italy ?? 





#COVID?19 #CoronavirusFrance #CORONAVIRUSENFRANCE #CoronaVirusUpdates #COVID19 #coronavirus #Covid_19 #CoronavirusOutbreak #CoronavirusUSA #koronavirus #?????? #??????_?????? #coronapocalypse #coronavirusEspana #CoronaVirusitaly https://t.co/Nr8QpGextK",47909,"UK","15/03/2020","Neutral"
"2958",2958,"After the break: from financial markets losing trillions in value to oil prices plummeting worldwide  could #Covid_19 fears deepen South Africas #recession? @DerekWatts reports. #CarteBlanche #CoronaVirusSA #CoronaVirusInSA #Locksouthafricadown https://t.co/NUKHcgtWkh",47910,"UK","15/03/2020","Negative"
"2959",2959,"People are annoying af 





RT @DaisyFuentes: Went to the supermarket &amp; Id like to remind everyone that #Covid_19 is a respiratory disease not assitory disease. Please stop hoarding the toilet paper. Thanks.",47911,"UK","15/03/2020","Negative"
"2960",2960,"is concerned about staying safe and reducing our exposure to illness But for some of our neighbors a lack of resources means they can t afford to stock up on food Missing work missing meals Here s our COVID 19 plan amp how you can help",47912,"UK","15/03/2020","Negative"
"2961",2961,"So. I went to Walmart today. Not to stock up per ce but tti get laundry soap etc. And all they have left in the food department is pumpkin pie filling stuffing, Turkey gravy... so weird. It's Thanksgiving all over again lol


#coronavirus #coronapocolypse",47913,"UK","15/03/2020","Positive"
"2962",2962,"the goverment have told people over the age of 70 to stay in for 4 months. All online shopping is unavailable, they cant leave to get food and also if a family member goes to get stuff for them they cant buy more than 1 thing. So whats gonna happen #coronavirus #COVID?19",47914,"UK","15/03/2020","Negative"
"2963",2963,"Be responsible and buy only what you need. EVERYONE NEEDS FOOD and supermarkets will stay open. #coronavirus #StopPanicBuying #BeResponsible https://t.co/wNFI4WNHcy",47915,"UK","15/03/2020","Positive"
"2964",2964,"Live in the Lindley ward area and self isolating due to covid 19 we can help with council issues urgent supplies picking up shopping posting mail etc For health information and advice Only call 111 if you cannot get help online",47916,"UK","15/03/2020","Extremely Positive"
"2965",2965,"There are other ways to feed a nation. Next week Im in discussion with #WestDorset high street food and drink retailers and outlets whose livelihoods are under threat because of #Coronavirus, while supermarkets (who can take the hit) enjoy record sales due to panic buying. https://t.co/jm36Bjxubj",47917,"UK","15/03/2020","Negative"
"2966",2966,"This is America   Be safe than sorry better hit up those grocery stores amp stock up on food spend wisely keep washing your hands amp PRAY",47918,"UK","15/03/2020","Extremely Positive"
"2967",2967,"Corporate Canada weighs force majeure clauses as economy slows. This is a v. big deal for companies with supply-chain related contracts, but many other businesses are also looking carefully at their contracts right now https://t.co/0U8QD7fnqR",47919,"UK","15/03/2020","Positive"
"2968",2968,"Please spare a thought for the UK retail industry and store employees in supermarkets who are working their socks off, are at increased risk of #Coronavirus, and put up with being asked ""any loo roll?"" 1000 times a day.





Thank you @asda @Tesco @sainsburys @Morrisons &amp; others ?? https://t.co/1bAg7xkzpE",47920,"UK","15/03/2020","Positive"
"2969",2969,"Thats a wrap for this weeks CATV LIVE! I talked about:





- #coronavirus and @chrismartenson


- @Bitcoins exposure as a terrible store of value


- Why @Dashpay deserves a shot 


- @CoinDesk and Consensus 2020


- @AshtonFrancis demos the slick Dash Retail





https://t.co/BUgqQ5BMzA https://t.co/kG0z1x8FlS",47921,"UK","15/03/2020","Negative"
"2970",2970,"Stores have been ravaged in our area. A bit sad but I understand the fear. 


#coronavirus #coronavirusus #emptyshelves #nofood @ Haverhill, Massachusetts https://t.co/0Um3LUBeXo",47922,"UK","15/03/2020","Extremely Negative"
"2971",2971,"Please Retweet this. People are reselling supplies at outrages prices not only is it wrong but it's also illegal please report anyone you see doing this. #coronavirus #Help #RT #StopPanicBuying #Stopcriminals #Report #BeKindToEachOther https://t.co/leNXCq5eLz",47923,"UK","15/03/2020","Extremely Negative"
"2972",2972,"Worried about #coronavirus affecting your travel plans? First check





? the Foreign &amp; Commonwealth Office Travel website for warning


? your travel provider or airline's advice


? your travel insurances' cover





Our advice can help #COVID2019uk https://t.co/tcS3MHVqfk https://t.co/NHWFayjIaO",47924,"UK","15/03/2020","Negative"
"2973",2973,"How Chicago prepared for da virus",47925,"UK","15/03/2020","Positive"
"2974",2974,"Some thoughts on the current panic buying of food. As you know we have seen grocery stores being emptied overnight. I have thoughts on #COVID?19  Why people are panic buying toilet paper and food. What to do? https://t.co/MIr4P5CrZf via @LinkedIn https://t.co/obC7BcVHDd",47926,"UK","15/03/2020","Extremely Negative"
"2975",2975,"Happy Sunday! Stay healthy by getting your style online! https://t.co/I8wRf7oX4Z





#COVID?19 #HighRiskCovid19 #panicshopping #coronapocolypse #coronavirus #CoronavirusOutbreak #SocialDistancing #CoronaVirusUpdates #online #OnlineShop #shopping #fashion #clothes https://t.co/IG3wVObjsS",47927,"UK","15/03/2020","Extremely Positive"
"2976",2976,"#COVID?19 #CoronaVirusUpdates #COVID19deutschland #coronaUK #covid_19italia #coronavirus #coronapocolypse #CoronaFrance #CoronaUPDATE    SUPERMARKETS EUROPE IN 24HOURS FULLY LOADED WITH FOOD, DRINKS, TOILETPAPER UNTILL THE YEAR 2022 !!! #PLENTY4ALL https://t.co/NntYpZPEhK",47928,"USA","15/03/2020","Neutral"
"2977",2977,"to extract wealth from a consumer economy


kill demand &amp; supply simultaneously





to kill the consumer


make it last long enough to extract their savings





this #COVID2019 crisis has nothing to do with a virus





much more likely


another sleight of hand",47929,"UK","15/03/2020","Extremely Negative"
"2978",2978,"COVID-19 ALERT: Stock up on Food, Water, Vitamins C, D, Zinc &amp; Selenium...FULL QUARANTINE may happen globally.


https://t.co/20gCcFAAVa


canadian ubc intern internist christian catholic sfu bcit uvic raptors lgbtq canucks oilers feminist gay transgender pei 


@clif_high @RoadtoRoota https://t.co/PqsUJpUUkY",47930,"UK","15/03/2020","Positive"
"2979",2979,"(1)





** Food for thought **





They are making Covid -19 sound like the plauge. People with weakend immune systems  and old people ain't going to change their habits. They have been taking extra precautions within the last 10, 15, 20+ years! 





So why the panic..... https://t.co/nmU0de1HVO",47931,"UK","15/03/2020","Neutral"
"2980",2980,"While we're all being advised to stay away from large crowds and stay 6ft away from other people, it seems the one place we can't avoid is the grocery store. 





https://t.co/3sdxCEbsVz 





#coronavirus #costco #covid-19 #coronapocolpyse #traderjoes",47932,"UK","15/03/2020","Negative"
"2981",2981,"#Brand #Marketers





This run on the grocery stores has been an study on which brands are still on the shelves.


- Viva paper towels left at my store, for example


1. stronger supply chain?


2. more nimble to #covid2019 ?


3. Less desirable 4. More $$ are there?


#SequesteredThoughts https://t.co/fXKPIigsOJ",47933,"UK","15/03/2020","Positive"
"2982",2982,"I'm a Retail Store Manager, not going to complain sales are good. I just hope things will soon go back to normal and everyone can be ok. #GodBless 


#coronavirus",47934,"UK","15/03/2020","Extremely Positive"
"2983",2983,"How do u do social distancing &amp; quarantine if u don't stock up on food &amp; essential suppplies? Conflicting advice.  System unprepared in every way 4 a massive tragedy. #coronavirus",47935,"UK","15/03/2020","Extremely Negative"
"2984",2984,"My preparation for #coronavirus has basically involved signing up for online shopping.",47936,"UK","15/03/2020","Neutral"
"2985",2985,"When you don't have a facemask so you have to become a full-on ninja to stock up on food and supplies ??. Stay safe, everyone! Social distance and NOT HOARDING supplies are key.


X


#coronavirus #corona #virus #sickness #apocalypse #survival #writer #write #nerd #food #supplies https://t.co/o3zB8XOPhM",47937,"UK","15/03/2020","Positive"
"2986",2986,"@dylanistweeting I've seen the flu spread faster then COVID-19 so I have the same food in my house that I've had and am touching it up. I don't think it's cause for major panic.",47938,"UK","15/03/2020","Extremely Negative"
"2987",2987,"If you give attitude to a grocery store employee right now, you are the worst kind of person. #CoronaVirus",47939,"UK","15/03/2020","Extremely Negative"
"2988",2988,"I dont know what to bitch about more. How slow it was at work  or that I couldn't even go to the grocery store afterwards! All because of the chaos that is the #coronavirus",47940,"UK","15/03/2020","Extremely Negative"
"2989",2989,"For all the toilet paper people seem to be buying for all the usage they seem to think they'll be needing it for, why aren't they aren't buying toilet cleaner?????? #coronavirus #StopPanicBuying https://t.co/S2gPdbpYpW",47941,"USA","15/03/2020","Positive"
"2990",2990,"Retail giant Walmart is cutting store hours during the Covid-19 crisis  


#Walmart #HealthyLiving #NewYork #CoronavirusOutbreak #coronapocalypse #CoronaVirusUpdates





https://t.co/oPSQhnImGW",47942,"UK","15/03/2020","Extremely Negative"
"2991",2991,"If you re needing to stock up on great food go to",47943,"UK","15/03/2020","Extremely Positive"
"2992",2992,"Overheard 2 staff members in Tesco yesterday: 





Were probably gonna catch this #Coronavirus arent we?





Prob, but well be catching it bc everybody needs to eat &amp; we have to feed them. 





#RespectRetailWorkers &amp; support them when this is over #CoronaIreland #IrelandLockdown",47944,"UK","15/03/2020","Positive"
"2993",2993,"What the hell is wrong with people? The panic to stock up (hoard) food, toilet paper, hand wipes, disinfectants, drinking water, bacon, processed meats, is all just crazy. This is a product of our media's constant harping on the dangers and quarantine time of COVID-19. Enough!",47945,"UK","15/03/2020","Extremely Negative"
"2994",2994,"@BBCBreaking There are 5m carers in the UK and many of them are over 70.  What happens to the people that they care for? Do we abandon them? Also, there are now no online shopping delivery slots for 2 weeks. @Borisjohnson &amp; @MattHancock are idiots. #c",47946,"UK","15/03/2020","Negative"
"2995",2995,"Woolworths cancelling online shopping wont help the panic buying situation... #coronavirus",47947,"UK","15/03/2020","Positive"
"2996",2996,".@Amazon says it is out of #stock of #household items and #deliveries are delayed due to #coronavirus demand https://t.co/nFo8AwFsQM $AMZN #shipping #times #slower #high #online #shopping #marketplace #ToiletPaper #bottled #water #logistical #challenges #COVID19",47948,"UK","15/03/2020","Negative"
"2997",2997,"good job everyone..west texas supermarkets are out of stock and shutting down early. Fast food at 12 at night has lines wrapping around the building...#Coronavirus #Bullshit",47949,"UK","15/03/2020","Positive"
"2998",2998,"Stop #frenzybuying. You don't need most of what you've been hoarding. This is proof that #boston's ""norm"" of me-first selfishness at the expense of others is more contagious than #coronapocalypse #CV19 #coronavirus #Covid_19 #COVID19 #COVID #marALagoVirus #trumpPlague #COVID?19 https://t.co/xxLWYK4TrY",47950,"UK","15/03/2020","Extremely Negative"
"2999",2999,"https://t.co/L146FfLxQD 





I know a manager of a Sam's Club. She says people are increasingly panicked/violent. Her employees fear customers... And for what??? Laurie's tweet is accurate. If this panic grows, COVID-19 will be less deadly than the panic manufactured by Dems &amp; media https://t.co/vqY5eIpsG5",47951,"USA","15/03/2020","Extremely Negative"
"3000",3000,"Local grocery stores as well as Bigbasket running out of the very basic food items (includes bread and eggs) is my first personal real panic since covid-19 hit





Ye Mumbai ki upper class families ko sab kuch hoard karne ka kya shauk hai?",47952,"UK","15/03/2020","Negative"
"3001",3001,"Locust swarms in East Africa&amp;South Asia, COVID19: a grim start to the decade. Pandemics, incl SARS, avianflu &amp; MERS, led 2 food price ?? &amp; market panic. Fortunately, so far, no major signs that COVID19 causing food shortages/price hikes. Not even in China


https://t.co/yREegVW49c",47953,"UK","15/03/2020","Extremely Negative"
"3002",3002,"Avoid long lines and shop online! Plus FREE shipping for Prime members ??


··········


? Cleaning Supplies -&gt; https://t.co/IoQXOwemvS


? Personal Care Products -&gt; https://t.co/iTMviTSHhR


? Beauty Products -&gt; https://t.co/cSjtoBNcgW


··········


#shopping #affiliate #coronavirus https://t.co/PlWqi3VryR",47954,"UK","15/03/2020","Extremely Positive"
"3003",3003,"Heres a thought: Knock off the online shopping. You are telling companies that its okay to make people work.  I want them paid via sick leave or otherwise, dont misunderstand me. But think about it-WTF do you really need at the moment? Im guessing nothing. #coronavirus",47955,"UK","15/03/2020","Extremely Negative"
"3004",3004,"Have to say California is very controlled with the #coronavirus Went to costco yesterday and the place was empty with people but the shelves were full I asked if they would run out of food and the stock boy said there is enough stored in the back to feed 2 armies Bless you CA",47956,"UK","15/03/2020","Positive"
"3005",3005,"Lots of people are online shopping because of #coronavirus meaning fewer delivery slots available for vulnerable people who have been told to self-isolate.





Delivery companies should be implementing a flagging system to prioritise vulnerable people at this time.",47957,"UK","15/03/2020","Negative"
"3006",3006,"As many preparing for the uncertain times ahead with what are we going to do w the food we have bought We are going to have to get creative w o buying extra I ve set up a Facebook group called Stock Cupboard Cooking for ideas",47958,"UK","15/03/2020","Positive"
"3007",3007,"Just been to my local supermarket!


Empty shelves..!!


No Rice, No Pasta, No Milk, No Eggs, No Kitchen Tissue, No Toilet Paper, No Handwash!! 


What the fuck is wrong with people?!?


Just stop it!! There's no need, you selfish bastards!!


#panickbuying #Covid_19",47959,"UK","15/03/2020","Extremely Negative"
"3008",3008,"Come on it s time to sack your Chief Health Officer Inciting panic buying by telling people to stock up on 3 weeks of food is just disgraceful",47960,"UK","15/03/2020","Negative"
"3009",3009,"?Big Thread? 


As we all stock up on groceries, the COVID-19 pandemic reminds us that our food supply is not infinite and emergencies do happen- making this a good time to reflect on food system resilience",47961,"UK","15/03/2020","Positive"
"3010",3010,"only deliver online then no-one can greedily take someone else's order #shopping #coronavirus #greed #panic #stupidity #selfishness",47962,"UK","15/03/2020","Extremely Negative"
"3011",3011,"@lushcosmetics just announced that they are closing all their retail stores across North America. They are the first retail store to respond so responsibly. I will be a loyal customer moving forward. #coronavirus #COVID19 #coronapocolypse",47963,"UK","15/03/2020","Positive"
"3012",3012,"@yawnocallaghan There's not need to panic buy as the government is confident from not running out of food in supermarkets. Read science related articles and only read reliable source. I can feed you on some information as we're currently looking at COVID-",47964,"UK","15/03/2020","Extremely Positive"
"3013",3013,"Thanks for all the great donations of money and food as we stock up and prepare for COVID-19",47965,"UK","15/03/2020","Extremely Positive"
"3014",3014,"#coronavirus hot take: Be cool to grocery store employees, no matter how frustrated you are or they are. Did your trip to the store suck? That's what they've been dealing with all week.",47966,"UK","15/03/2020","Extremely Negative"
"3015",3015,"@dickssportingss really nice NOT to honor your little league coupon online so customers dont have to go to the stores during this covid-19 crisis.  Deplorable.  Guess Ill be shopping elsewhere where the company cares about the health and well being of",47967,"UK","15/03/2020","Positive"
"3016",3016,"Heres a thought: all these supermarkets with online delivery/pickup options should expand their delivery/pickup services &amp; limit in store shopping hours @WholeFoods @StopandShop @AldiUSA @ShopRiteStores @Walmart @Target #COVID?19 #coronavirus",47968,"UK","15/03/2020","Positive"
"3017",3017,"@SamParkerSenate Please, someone explain me why in USA they stockpile toilet paper. In Italy, starting COVID-19,people went panic-shopping ?PASTA, because it's food. You can live with food. So. Why so much toilet paper? Can't people clean their asses with",47969,"UK","15/03/2020","Positive"
"3018",3018,"Get protected face masks on stock  regular prices",47970,"UK","15/03/2020","Positive"
"3019",3019,"The thing pissing me off about all these people buying a whole bunch of shit is that stores shouldve been rationing this shit to begin with. They shouldnt have been letting people buy so much to begin with. #StopPanicBuying #coronapocolypse #coronavirus",47971,"UK","15/03/2020","Extremely Negative"
"3020",3020,"I may not have been the only person to spot the connection


#charmincorona https://t.co/WF8VKEQAcV https://t.co/rWaHrRwYLK",47972,"UK","15/03/2020","Neutral"
"3021",3021,"My plan to combat shopping grocery shortages &amp; #coronavirus. Close all store and allow only online shopping. Move people who still need / want to work to fulfillment centers.Wave delivery and shipping fees. Companies like Hellofresh and HomeChef  have sales so people can eat.",47973,"UK","15/03/2020","Positive"
"3022",3022,"This quarantine has really lit a fire to my already problematic online shopping addiction #coronavirus",47974,"UK","15/03/2020","Extremely Negative"
"3023",3023,"Collectivity also includes the demand to release resources relief CA must release disaster relief fund for free healthcare housing food US gave 1 2 TRILLION to bank they can give that for national relief No expiration No shortcuts Full relief",47975,"UK","15/03/2020","Extremely Positive"
"3024",3024,"#COVID?19  #coronavirus Its obvious, around the whole world! We need and ? for scientists, doctors, nurses, police, fire departments, food providers etc. Capitalist institutions and multinationals, stock-markets, etc, are not worth a penny!",47976,"UK","15/03/2020","Negative"
"3025",3025,"Please Stop stock piling Be the person that takes only what you need for a couple of weeks If you re selling food on Ebay Karma will not be kind to you",47977,"UK","15/03/2020","Negative"
"3026",3026,"Starting today the Bisci vineyard retail store in Matelica Marche will be closed until further notice during this heath emergency Contact info@bisci it",47978,"UK","15/03/2020","Negative"
"3027",3027,"At @FoodBankRockies we know lost wages, due to illness from #COVID_19 or to the virus economic impact, will mean an increased demand. We urge @SenCoryGardner to support a bill that includes support for food banks, flexibility for #SNAP and school meals, and increased #TEFAP.",47979,"UK","15/03/2020","Extremely Positive"
"3028",3028,"Confirming goods out going out of stock from food store Someone is making a lot of pasta",47980,"USA","15/03/2020","Neutral"
"3029",3029,"Confirming goods out going out of stock from food store Canned soup going out of stock",47981,"USA","15/03/2020","Neutral"
"3030",3030,"Confirming goods out going out of stock from food store I do not want to know what someone is doing with all that mayonnaise",47982,"USA","15/03/2020","Negative"
"3031",3031,"Confirming goods out going out of stock from food store",47983,"USA","15/03/2020","Neutral"
"3032",3032,"#COVID 19 VIRUS. 


Shutting schools as the number of confirmed cases rose to three.


Today is a sad day for Kenyans, specifically for Kenyans who leave on less than 300/= a day. Who can't stay away from work or stock up food.What has the government put in place for these  Kenyans",47984,"UK","15/03/2020","Negative"
"3033",3033,"14 ways to fight the #coronavirus





Social distancing


Stay heathy


Buy locally


Food banks


Give to the arts


Give blood


Donate


Check on mom


Stock up appropriately


Don't get scammed


Watch trusted news


Share computing power


Gift cards


Talk to elected officials





https://t.co/DIishvKgRo",47985,"UK","15/03/2020","Extremely Positive"
"3034",3034,"Grocers limit food purchases urge shoppers not to hoard Kroger ramps up hiring to stock shelves As US grocery stores try to keep shelves stocked during the outbreak some chains have begun to limit purchases of food items",47986,"UK","15/03/2020","Neutral"
"3035",3035,"Never mind the pasta and pesto, at least people will be able to wipe their arses. #Coronavirus #CoronavirusUK #StopPanicBuying https://t.co/nVckwEscwb",47987,"UK","15/03/2020","Neutral"
"3036",3036,"COVID 19 in   people only worry abt health bcs   state took care fr everything job food etc COVID 19 in   people are more worry about job food etc Panic buying on This is institutional strength of   gov",47988,"UK","15/03/2020","Negative"
"3037",3037,"Here s my list of activities that are low risk of contracting Covid 19 go 4 a walk around the block pet ur cat   watch yoga ft online shopping listen to spring cleaning call ur friends   pet ur cat again",47989,"UK","15/03/2020","Negative"
"3038",3038,"#WhatsYourPlanJoe 10 million people will be left uninsured in Biden's Healthcare plan. He already voted No to Wellstones Amendment to keep the life-saving drugs at reasonable prices. 


#Covid_19 #Bernie2020 #Debatenight https://t.co/hqK7NDYJ6e",47990,"UK","15/03/2020","Negative"
